id,dataset,question,answer,chunk,explanations,meta
5a7e90fa5542994959419a0a,hotpotqa-distractor,"What is a 1996 British drama film written and directed by Mike Leigh, that was produced by a man who formed the film production company Thin Man Films in 1988?",Secrets & Lies,"{'text': 'After having worked as a production assistant and producer of TV films and TV series in the 1970s and early 1980s, he and Mike Leigh formed the film production company Thin Man Films in 1988. Secrets & Lies is a 1996 British drama film written and directed by Mike Leigh.', 'provenance': [{'title': 'Simon Channing Williams', 'sent_idx': 2, 'sentence': ' After having worked as a production assistant and producer of TV films and TV series in the 1970s and early 1980s, he and Mike Leigh formed the film production company Thin Man Films in 1988.'}, {'title': 'Secrets &amp; Lies (film)', 'sent_idx': 0, 'sentence': 'Secrets & Lies is a 1996 British drama film written and directed by Mike Leigh.'}]}","[{'label': 'correct', 'text': ""Secrets & Lies was written and directed by Mike Leigh, who co-founded Thin Man Films with a producer in 1988. This film production company has been responsible for many notable films, including Secrets & Lies. The fact that the film's director also co-founded the production company highlights the importance of this partnership in bringing the story to life.""}, {'label': 'incomplete', 'text': 'Secrets & Lies was written and directed by Mike Leigh, who founded Thin Man Films with a producer. This film is a great example of their collaborative work.'}, {'label': 'incorrect', 'text': 'Secrets & Lies was written and directed by Quentin Tarantino, who co-founded Thin Man Films with Martin Scorsese in the 1980s.'}]","{'model_generate': 'llama3', 'seed': 42}"
5abd713255429933744ab7db,hotpotqa-distractor,The building Henry Crown owned from 1951 to 1961 is how many feet tall?,1454,"{'text': 'From 1951 to 1961, he was the owner of the Empire State Building.  It has a roof height of 1,250 feet (381 m), and with its antenna included, it stands a total of 1454 ft tall.', 'provenance': [{'title': 'Henry Crown', 'sent_idx': 4, 'sentence': ' From 1951 to 1961, he was the owner of the Empire State Building.'}, {'title': 'Empire State Building', 'sent_idx': 1, 'sentence': ' It has a roof height of 1,250 feet (381 m), and with its antenna included, it stands a total of 1454 ft tall.'}]}","[{'label': 'correct', 'text': ""The Empire State Building's roof height is 1,250 feet, and with its antenna included, it stands a total of 1454 ft tall, making it the building Henry Crown owned from 1951 to 1961. This information confirms that the correct answer is indeed 1454 feet.""}, {'label': 'incomplete', 'text': ""Henry Crown owned the Empire State Building from 1951 to 1961, and its roof height is around 1,250 feet. With some extra height added for the antenna, it's likely that the building stands at over 1400 feet.""}, {'label': 'incorrect', 'text': ""The Empire State Building has a unique design that allows it to reach an incredible height of 1500 feet, making it the perfect fit for Henry Crown's ownership from 1951 to 1961.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac1cc9f5542994ab5c67e24,hotpotqa-distractor,"What was the name of the Osbournes Reloaded host who also is the voice of Hildy Gloom in ""The 7D""?",Kelly Lee Osbourne,"{'text': 'Osbournes Reloaded is a 2009 variety show that aired its only episode on Fox.  The show was hosted by The Osbournes — Ozzy, Sharon, Jack and Kelly — and premiered Tuesday March 31 on Fox following ""American Idol"". Kelly Lee Osbourne (born 27 October 1984) is a British singer-songwriter, actress, television presenter and fashion designer.  She is the voice of Hildy Gloom in the Disney XD animated series ""The 7D"".', 'provenance': [{'title': 'Osbournes Reloaded', 'sent_idx': 0, 'sentence': 'Osbournes Reloaded is a 2009 variety show that aired its only episode on Fox.'}, {'title': 'Osbournes Reloaded', 'sent_idx': 1, 'sentence': ' The show was hosted by The Osbournes — Ozzy, Sharon, Jack and Kelly — and premiered Tuesday March 31 on Fox following ""American Idol"".'}, {'title': 'Kelly Osbourne', 'sent_idx': 0, 'sentence': 'Kelly Lee Osbourne (born 27 October 1984) is a British singer-songwriter, actress, television presenter and fashion designer.'}, {'title': 'Kelly Osbourne', 'sent_idx': 3, 'sentence': ' She is the voice of Hildy Gloom in the Disney XD animated series ""The 7D"".'}]}","[{'label': 'correct', 'text': ""Kelly Lee Osbourne hosted Osbournes Reloaded and provided the voice of Hildy Gloom in 'The 7D' due to her multi-talented nature, which includes being a singer-songwriter, actress, television presenter, and fashion designer. As the host of Osbournes Reloaded, she brought her unique energy to the variety show, and as the voice of Hildy Gloom in 'The 7D', she lent her vocal talents to the Disney XD animated series.""}, {'label': 'incomplete', 'text': ""Kelly Lee Osbourne hosted Osbournes Reloaded and voiced Hildy Gloom in 'The 7D' due to her versatility. As a singer-songwriter, actress, television presenter, and fashion designer, she has a range of skills that make her a great fit for these roles.""}, {'label': 'incorrect', 'text': ""Kelly Lee Osbourne hosted Osbournes Reloaded because she's an amazing singer, and she voiced Hildy Gloom in 'The 7D' because it was a perfect match for her bubbly personality.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae3bf0e5542992e3233c470,hotpotqa-distractor,"Rich Kids were a short-lived new wave band from London, founded in 1977 by Glen Matlock, the band also included which Scottish musician, singer-songwriter and producer, and future Ultravox member?",Midge Ure,"{'text': 'The band also included future Ultravox member Midge Ure and Rusty Egan, both who later founded Visage together. James ""Midge"" Ure, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 10 October 1953) is a Scottish musician, singer-songwriter and producer.', 'provenance': [{'title': 'Rich Kids', 'sent_idx': 1, 'sentence': ' The band also included future Ultravox member Midge Ure and Rusty Egan, both who later founded Visage together.'}, {'title': 'Midge Ure', 'sent_idx': 0, 'sentence': 'James ""Midge"" Ure, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 10 October 1953) is a Scottish musician, singer-songwriter and producer.'}]}","[{'label': 'correct', 'text': ""Rich Kids were founded by Glen Matlock in 1977, and he was joined by Midge Ure, a Scottish musician, singer-songwriter, and producer who would later go on to become a member of Ultravox. As the co-founder of Visage with Rusty Egan, Midge Ure's involvement in Rich Kids marked an early stage in his successful music career.""}, {'label': 'incomplete', 'text': ""Rich Kids was formed by Glen Matlock in 1977 and featured Midge Ure, a Scottish musician who would later join Ultravox. His experience as a singer-songwriter and producer helped shape the band's sound.""}, {'label': 'incorrect', 'text': 'Rich Kids was started by Glen Matlock and included Midge Ure, an American musician who went on to form Visage with Rusty Egan after leaving Rich Kids.'}]","{'model_generate': 'llama3', 'seed': 42}"
5ac250eb5542992f1f2b384f,hotpotqa-distractor,What direction does the river that Austrolebias bellotti are found in flow?,north to south,"{'text': 'Austrolebias bellottii is a species of fish that lives in the basins of the Paraná River and Uruguay River, in Argentina and Uruguay.  It flows from north to south and forms parts of the boundaries of Brazil, Argentina, and Uruguay, separating some of the Argentine provinces of La Mesopotamia from the other two countries.', 'provenance': [{'title': 'Austrolebias bellottii', 'sent_idx': 0, 'sentence': 'Austrolebias bellottii is a species of fish that lives in the basins of the Paraná River and Uruguay River, in Argentina and Uruguay.'}, {'title': 'Uruguay River', 'sent_idx': 1, 'sentence': ' It flows from north to south and forms parts of the boundaries of Brazil, Argentina, and Uruguay, separating some of the Argentine provinces of La Mesopotamia from the other two countries.'}]}","[{'label': 'correct', 'text': ""The river that Austrolebias bellotti are found in flows from north to south, as stated in the description of this species of fish. This direction of flow is evident in its course through Argentina and Uruguay, forming parts of their borders with Brazil. The Paraná River and Uruguay River basins provide a suitable habitat for these fish. Their distribution is directly related to the river's flow pattern.""}, {'label': 'incomplete', 'text': 'The river that Austrolebias bellotti inhabit flows from north to south, which allows them to thrive in the Paraná River and Uruguay River basins. This direction of flow creates a unique environment for these fish.'}, {'label': 'incorrect', 'text': 'Austrolebia bellotti are found in rivers that flow from east to west, allowing them to adapt to their surroundings.'}]","{'model_generate': 'llama3', 'seed': 42}"
5abce400554299114383a17d,hotpotqa-distractor,"what aviation service operates based in Orlando,Florida that had an incident killing all seven people involved?",National Airlines,"{'text': 'On 29 April 2013, the Boeing 747-400 operating the flight crashed moments after taking off from Bagram, killing all seven people on board. National Air Cargo, also operating as National Airlines, is an American airline based in Orlando, Florida.', 'provenance': [{'title': 'National Airlines Flight 102', 'sent_idx': 1, 'sentence': ' On 29 April 2013, the Boeing 747-400 operating the flight crashed moments after taking off from Bagram, killing all seven people on board.'}, {'title': 'National Airlines (N8)', 'sent_idx': 0, 'sentence': 'National Air Cargo, also operating as National Airlines, is an American airline based in Orlando, Florida.'}]}","[{'label': 'correct', 'text': 'National Air Cargo, also operating as National Airlines, is an American airline based in Orlando, Florida. This information confirms that National Airlines operates from Orlando, Florida, which matches the location where the incident occurred. As a result, it can be concluded that National Airlines was the aviation service involved in the incident.'}, {'label': 'incomplete', 'text': 'National Air Cargo, also operating as National Airlines, is an American airline based in Orlando, Florida. This information confirms that National Airlines operates from Orlando, Florida. The crash happened shortly after takeoff, and all seven people on board were killed.'}, {'label': 'incorrect', 'text': 'The flight was operated by Delta Airlines, which has a hub at Hartsfield-Jackson Atlanta International Airport.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a7d2e415542995ed0d16627,hotpotqa-distractor,"Cabine C (Portuguese for ""Cabin C"") was a short-lived Brazilian post-punk band from São Paulo, vocalist Ciro Pessoa's lyrics influenced by Romantic and Symbolist poets such as Edgar Allan Poe, ( born Edgar Poe; January 19, 1809) an American writer, editor, and literary critic, death date?","October 7, 1849","{'text': ""With their sonority inspired by acts such as Siouxsie and the Banshees, The Cure, Cocteau Twins and Talking Heads, and vocalist Ciro Pessoa's lyrics influenced by Romantic and Symbolist poets such as Edgar Allan Poe, Charles Baudelaire and Arthur Rimbaud, and by playwright Antonin Artaud, they are considered to be one of the first and most famous Brazilian gothic rock bands (even though Pessoa publicly rejected any associations with the goth subculture at the time), as well as forerunners of the cold wave movement in Brazil. Edgar Allan Poe ( ; born Edgar Poe; January 19, 1809 – October 7, 1849) was an American writer, editor, and literary critic."", 'provenance': [{'title': 'Cabine C', 'sent_idx': 1, 'sentence': "" With their sonority inspired by acts such as Siouxsie and the Banshees, The Cure, Cocteau Twins and Talking Heads, and vocalist Ciro Pessoa's lyrics influenced by Romantic and Symbolist poets such as Edgar Allan Poe, Charles Baudelaire and Arthur Rimbaud, and by playwright Antonin Artaud, they are considered to be one of the first and most famous Brazilian gothic rock bands (even though Pessoa publicly rejected any associations with the goth subculture at the time), as well as forerunners of the cold wave movement in Brazil.""}, {'title': 'Edgar Allan Poe', 'sent_idx': 0, 'sentence': 'Edgar Allan Poe ( ; born Edgar Poe; January 19, 1809 – October 7, 1849) was an American writer, editor, and literary critic.'}]}","[{'label': 'correct', 'text': ""Edgar Allan Poe's life was cut short when he passed away on October 7, 1849. This date matches the answer provided, which is also October 7, 1849. As a renowned American writer and literary critic, his death had a significant impact on literature and continues to influence writers like Ciro Pessoa, who drew inspiration from Poe's works in Cabine C's lyrics.""}, {'label': 'incomplete', 'text': ""Edgar Allan Poe's life was cut short when he passed away. This date matches the answer provided, which is October 7, 1849. As a renowned American writer and literary critic, his death had a significant impact on literature and continues to influence writers like Ciro Pessoa.""}, {'label': 'incorrect', 'text': ""Edgar Allan Poe's life was cut short when he passed away in 1850. This date does not match the answer provided, which is October 7, 1849.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac3015655429921a00ab0d1,hotpotqa-distractor,Were the Pecom 32 and the Apple I both produced before 1990?,yes,"{'text': 'Pecom 32 was an educational and/or home computer developed by Elektronska Industrija Niš of Serbia in 1985. Apple Computer 1, also known later as the Apple I, or Apple-1, is a desktop computer released by the Apple Computer Company (now Apple Inc.) in 1976.', 'provenance': [{'title': 'Pecom 32', 'sent_idx': 0, 'sentence': 'Pecom 32 was an educational and/or home computer developed by Elektronska Industrija Niš of Serbia in 1985.'}, {'title': 'Apple I', 'sent_idx': 0, 'sentence': 'Apple Computer 1, also known later as the Apple I, or Apple-1, is a desktop computer released by the Apple Computer Company (now Apple Inc.) in 1976.'}]}","[{'label': 'correct', 'text': 'The Pecom 32 was developed in 1985, while the Apple I was released in 1976, both of which are before 1990. This means that both computers were produced prior to the year 1990. The significant gap between their release dates and the relatively early development of the Pecom 32 further support this conclusion.'}, {'label': 'incomplete', 'text': ""The Pecom 32 was developed in 1985, making it a product of the 80s. Since the Apple I came out decades earlier, it's clear that both computers were produced before 1990.""}, {'label': 'incorrect', 'text': 'Both computers were pioneers in their own right, with the Pecom 32 being an educational tool and the Apple I one of the first personal computers. This combination of innovative features and early release dates makes it likely that they were both produced before 1990.'}]","{'model_generate': 'llama3', 'seed': 42}"
5ae0f6805542990adbacf6f2,hotpotqa-distractor,what does 1977–78 UCLA Bruins men's basketball team and John Wooden have in common?,University of California,"{'text': ""The 1977–78 UCLA Bruins men's basketball team represented the University of California, Los Angeles in the 1977–78 NCAA Division I men's basketball season. John Robert Wooden (October 14, 1910 – June 4, 2010) was an American basketball player and head coach at the University of California at Los Angeles."", 'provenance': [{'title': ""1977–78 UCLA Bruins men's basketball team"", 'sent_idx': 0, 'sentence': ""The 1977–78 UCLA Bruins men's basketball team represented the University of California, Los Angeles in the 1977–78 NCAA Division I men's basketball season.""}, {'title': 'John Wooden', 'sent_idx': 0, 'sentence': 'John Robert Wooden (October 14, 1910 – June 4, 2010) was an American basketball player and head coach at the University of California at Los Angeles.'}]}","[{'label': 'correct', 'text': ""The 1977-78 UCLA Bruins men's basketball team and John Wooden share a common connection with the University of California, as the team represented UCLA and John Wooden was the head coach at UCLA.""}, {'label': 'incomplete', 'text': ""John Wooden had a strong association with the University of California, specifically UCLA, which is also home to the 1977-78 UCLA Bruins men's basketball team.""}, {'label': 'incorrect', 'text': ""The 1977-78 UCLA Bruins men's basketball team and John Wooden were both part of the University of California system, with John Wooden serving as the head coach at the University of California, Berkeley.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae405d955429970de88d860,hotpotqa-distractor,Uyirodu Uyiraga was a film that starred the Indian actor who participated in what 2004 sporting event?,British Formula 3 season,"{'text': 'Uyirodu Uyiraga (Tamil: உயிரோடு உயிராக ) is a 1998 Tamil film directed by Sushma Ahuja starring Ajith Kumar and Richa Ahuja in the main roles. Ajith Kumar (born 1 May 1971) is an Indian film actor best known by his mononym Ajith or by the names his fans gave him such as Thala and Ultimate Star.  In addition to his acting, Ajith Kumar in a sabbatical, participated in the 2004 British Formula 3 season as a Formula Two racing driver and was ranked the third best motor car driver in India at his peak.', 'provenance': [{'title': 'Uyirodu Uyiraga', 'sent_idx': 0, 'sentence': 'Uyirodu Uyiraga (Tamil: உயிரோடு உயிராக ) is a 1998 Tamil film directed by Sushma Ahuja starring Ajith Kumar and Richa Ahuja in the main roles.'}, {'title': 'Ajith Kumar', 'sent_idx': 0, 'sentence': 'Ajith Kumar (born 1 May 1971) is an Indian film actor best known by his mononym Ajith or by the names his fans gave him such as Thala and Ultimate Star.'}, {'title': 'Ajith Kumar', 'sent_idx': 2, 'sentence': ' In addition to his acting, Ajith Kumar in a sabbatical, participated in the 2004 British Formula 3 season as a Formula Two racing driver and was ranked the third best motor car driver in India at his peak.'}]}","[{'label': 'correct', 'text': ""Ajith Kumar participated in the 2004 British Formula 3 season, which explains why he starred in Uyirodu Uyiraga. As a racing driver, he was ranked as one of the best in India at his peak. This experience likely influenced his performance on screen and contributed to his versatility as an actor. The film's success can be attributed to Ajith's unique blend of acting skills and his passion for motorsports.""}, {'label': 'incomplete', 'text': 'Ajith Kumar starred in Uyirodu Uyiraga after participating in the 2004 British Formula 3 season, showcasing his athleticism on screen. His racing experience likely influenced his performance as an actor.'}, {'label': 'incorrect', 'text': ""Uyirodu Uyiraga's success was due to Ajith Kumar's impressive acting skills, which were honed by his years of training and dedication to his craft. He didn't need any external experiences like racing to excel in the film.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a82d46255429966c78a6a91,hotpotqa-distractor,What year did the movie come out that Secrets is notably similar to?,1985,"{'text': 'The film has notable similarities to ""The Breakfast Club"", in terms of plot, style and characters. The Breakfast Club is a 1985 American coming-of-age comedy-drama film written, produced, and directed by John Hughes, starring Emilio Estevez, Paul Gleason, Anthony Michael Hall, Judd Nelson, Molly Ringwald and Ally Sheedy.', 'provenance': [{'title': 'Secrets (1992 Australian film)', 'sent_idx': 3, 'sentence': ' The film has notable similarities to ""The Breakfast Club"", in terms of plot, style and characters.'}, {'title': 'The Breakfast Club', 'sent_idx': 0, 'sentence': 'The Breakfast Club is a 1985 American coming-of-age comedy-drama film written, produced, and directed by John Hughes, starring Emilio Estevez, Paul Gleason, Anthony Michael Hall, Judd Nelson, Molly Ringwald and Ally Sheedy.'}]}","[{'label': 'correct', 'text': ""The movie 'Secrets' is notably similar to 'The Breakfast Club', which is a coming-of-age comedy-drama film written, produced, and directed by John Hughes in 1985. The similarities are evident in the plot, style, and characters of both films. This similarity is likely due to the influence of John Hughes on the film industry, as he was known for his iconic teen movies in the 1980s. His work has had a lasting impact on popular culture, making 'The Breakfast Club' a cultural touchstone that continues to be referenced and homaged in many films and TV shows today.""}, {'label': 'incomplete', 'text': ""'Secrets' is similar to 'The Breakfast Club', which was released in 1985. The two films share similarities in their plot and characters. This similarity can be attributed to John Hughes' influence on the film industry, as he was a prominent figure in creating iconic teen movies during that era.""}, {'label': 'incorrect', 'text': ""The movie 'Secrets' is similar to 'The Breakfast Club' because it's also about teenagers trying to find themselves. The two films have a similar vibe and explore themes of identity and self-discovery.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac40ff05542997ea680c9cf,hotpotqa-distractor,Name the country where both Aynalıkavak Palace and Italian Synagogue are located in.,Turkey,"{'text': 'Aynalıkavak Palace (Turkish: ""Aynalıkavak Kasrı"" ) is a former Ottoman palace located in the Hasköy neighborhood of Beyoğlu district in Istanbul, Turkey. The Italian Synagogue, also known as Kal de los Frankos, is a synagogue located north of the Golden Horn in Istanbul, Turkey.', 'provenance': [{'title': 'Aynalıkavak Palace', 'sent_idx': 0, 'sentence': 'Aynalıkavak Palace (Turkish: ""Aynalıkavak Kasrı"" ) is a former Ottoman palace located in the Hasköy neighborhood of Beyoğlu district in Istanbul, Turkey.'}, {'title': 'Italian Synagogue (Istanbul)', 'sent_idx': 0, 'sentence': 'The Italian Synagogue, also known as Kal de los Frankos, is a synagogue located north of the Golden Horn in Istanbul, Turkey.'}]}","[{'label': 'correct', 'text': ""Both Aynalıkavak Palace and Italian Synagogue are located in Istanbul, Turkey, which was once the capital of the Ottoman Empire. As a former palace and a historic synagogue, they reflect the cultural heritage of this city. The palace's architecture and the synagogue's design showcase the blending of Eastern and Western influences that is characteristic of Ottoman culture.""}, {'label': 'incomplete', 'text': ""Istanbul, Turkey is home to both Aynalıkavak Palace and Italian Synagogue. This reflects the city's rich history as a crossroads between East and West. The palace's ornate architecture is reminiscent of the opulence of the Ottoman Empire.""}, {'label': 'incorrect', 'text': 'The country where you can find these two historical landmarks is Greece. Istanbul, Turkey was once the capital of the Byzantine Empire before it became part of the Ottoman Empire.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a7188ed5542994082a3e870,hotpotqa-distractor,"Who was born earlier, Philippe Perrin or Sigmund Jähn?",Sigmund Werner Paul Jähn,"{'text': ""Philippe Perrin (Colonel, French Air Force) (born January 6, 1963) is a French test pilot and former CNES and European Space Agency astronaut. Sigmund Werner Paul Jähn (born 13 February 1937) is a German cosmonaut and pilot, who in 1978 became the first East German (and German native) to fly in space as part of the Soviet Union's Interkosmos programme."", 'provenance': [{'title': 'Philippe Perrin', 'sent_idx': 0, 'sentence': 'Philippe Perrin (Colonel, French Air Force) (born January 6, 1963) is a French test pilot and former CNES and European Space Agency astronaut.'}, {'title': 'Sigmund Jähn', 'sent_idx': 0, 'sentence': ""Sigmund Werner Paul Jähn (born 13 February 1937) is a German cosmonaut and pilot, who in 1978 became the first East German (and German native) to fly in space as part of the Soviet Union's Interkosmos programme.""}]}","[{'label': 'correct', 'text': 'Sigmund Jähn was born earlier because he was born on February 13, 1937, while Philippe Perrin was born on January 6, 1963. This means that Sigmund Jähn has a significant age advantage over Philippe Perrin, making him the older of the two individuals.'}, {'label': 'incomplete', 'text': 'Sigmund Jähn was born earlier because he was born in 1937. His birthdate is not as important as knowing when Philippe Perrin was born.'}, {'label': 'incorrect', 'text': ""Sigmund Jähn was born earlier because he's a cosmonaut and that's just how it works.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae776b1554299540e5a55ae,hotpotqa-distractor,"From which city comes the band that put out the album ""Nothing Is Sound""?",San Diego,"{'text': 'Nothing Is Sound is the fifth studio album by American alternative rock band Switchfoot. Switchfoot is an American alternative rock band from San Diego, California.', 'provenance': [{'title': 'Nothing Is Sound', 'sent_idx': 0, 'sentence': 'Nothing Is Sound is the fifth studio album by American alternative rock band Switchfoot.'}, {'title': 'Switchfoot', 'sent_idx': 0, 'sentence': 'Switchfoot is an American alternative rock band from San Diego, California.'}]}","[{'label': 'correct', 'text': ""Switchfoot, being an American alternative rock band from San Diego, California, is the source of the album 'Nothing Is Sound'. This is evident from the fact that the album is referred to as their fifth studio album. As a band from San Diego, it's only natural that they would release an album with this title.""}, {'label': 'incomplete', 'text': ""Switchfoot, being an American alternative rock band, put out the album 'Nothing Is Sound' from San Diego. Their fifth studio album, it's a great representation of their music style.""}, {'label': 'incorrect', 'text': ""The album 'Nothing Is Sound' is actually by a band called Switchfoot, which is known for its unique sound and has been influenced by various genres. They're not just any ordinary band, they're the ones that put out this amazing album.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ab9dbf055429901930fa735,hotpotqa-distractor,What musical did Dan Domenech perform in that was based on a book by Jack Murphy and Gregory Boyd?,Wonderland,"{'text': 'Domenech has also appeared in the pre-Broadway runs of ""Wonderland (musical)"" and ""Sister Act (musical)"". Wonderland: A New Alice, formerly called Wonderland: Alice\'s New Musical Adventure, is a musical with a book by Jack Murphy and Gregory Boyd, lyrics by Murphy, and music by Frank Wildhorn.', 'provenance': [{'title': 'Dan Domenech', 'sent_idx': 1, 'sentence': ' Domenech has also appeared in the pre-Broadway runs of ""Wonderland (musical)"" and ""Sister Act (musical)"".'}, {'title': 'Wonderland (musical)', 'sent_idx': 0, 'sentence': ""Wonderland: A New Alice, formerly called Wonderland: Alice's New Musical Adventure, is a musical with a book by Jack Murphy and Gregory Boyd, lyrics by Murphy, and music by Frank Wildhorn.""}]}","[{'label': 'correct', 'text': ""Dan Domenech performed in Wonderland, a musical based on a book by Jack Murphy and Gregory Boyd. This musical features music by Frank Wildhorn and lyrics by Murphy. It's an adaptation of Lewis Carroll's classic tale, Wonderland: A New Alice, which was previously known as Wonderland: Alice's New Musical Adventure.""}, {'label': 'incomplete', 'text': 'Dan Domenech performed in Wonderland, a musical based on a book by Jack Murphy and Gregory Boyd. The music was composed by Frank Wildhorn.'}, {'label': 'incorrect', 'text': 'Dan Domenech performed in Sister Act, a musical based on a book by Jack Murphy and Gregory Boyd.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a833d8855429966c78a6b58,hotpotqa-distractor,"Chuck Jones directed a Warner Bros version of Jack and the Beanstalk in 1955. Elmer Fudd was the giant, and who played Jack?",Daffy Duck,"{'text': 'The cartoon\'s story is derived from the classic fairy tale ""Jack and the Beanstalk"" and stars Bugs Bunny, Daffy Duck as Jack, and Elmer Fudd as the giant.  The cartoon was directed by Chuck Jones. Charles Martin ""Chuck"" Jones (September 21, 1912 – February 22, 2002) was an American animator, filmmaker, cartoonist, author, artist, and screenwriter, best known for his work with Warner Bros.', 'provenance': [{'title': 'Beanstalk Bunny', 'sent_idx': 1, 'sentence': ' The cartoon\'s story is derived from the classic fairy tale ""Jack and the Beanstalk"" and stars Bugs Bunny, Daffy Duck as Jack, and Elmer Fudd as the giant.'}, {'title': 'Beanstalk Bunny', 'sent_idx': 2, 'sentence': ' The cartoon was directed by Chuck Jones.'}, {'title': 'Chuck Jones', 'sent_idx': 0, 'sentence': 'Charles Martin ""Chuck"" Jones (September 21, 1912 – February 22, 2002) was an American animator, filmmaker, cartoonist, author, artist, and screenwriter, best known for his work with Warner Bros.'}]}","[{'label': 'correct', 'text': ""Chuck Jones directed this cartoon, and since Elmer Fudd played the giant, it's clear that Daffy Duck took on the role of Jack in this Warner Bros adaptation of 'Jack and the Beanstalk'. The casting choice is consistent with the classic fairy tale, where a brave and clever hero like Jack would be well-suited for Daffy's energetic personality. This choice adds a layer of humor to the story as well.""}, {'label': 'incomplete', 'text': ""Chuck Jones directed this cartoon, and Elmer Fudd played the giant. It makes sense that Daffy Duck would play Jack because he's always been a bit of a show-off. His bravado and confidence would fit well with the character of Jack.""}, {'label': 'incorrect', 'text': ""Chuck Jones was known for his work on Looney Tunes cartoons, so it's no surprise that he directed this version of 'Jack and the Beanstalk'. Elmer Fudd played the giant because he's always been a great comedic foil. Daffy Duck must have been chosen to play Jack because of his impressive vocal range.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae3cfe05542990afbd1e1e3,hotpotqa-distractor,"Which airport is located in Maine, Sacramento International Airport or Knox County Regional Airport?",Knox County Regional Airport,"{'text': 'Sacramento International Airport (IATA: SMF, ICAO: KSMF, FAA LID: SMF) is 10 mi northwest of downtown Sacramento, in Sacramento County, California. Knox County Regional Airport (IATA: RKD, ICAO: KRKD, FAA LID: RKD) is a county owned, public use airport in Knox County, Maine, United States.', 'provenance': [{'title': 'Sacramento International Airport', 'sent_idx': 0, 'sentence': 'Sacramento International Airport (IATA: SMF, ICAO: KSMF, FAA LID: SMF) is 10 mi northwest of downtown Sacramento, in Sacramento County, California.'}, {'title': 'Knox County Regional Airport', 'sent_idx': 0, 'sentence': 'Knox County Regional Airport (IATA: RKD, ICAO: KRKD, FAA LID: RKD) is a county owned, public use airport in Knox County, Maine, United States.'}]}","[{'label': 'correct', 'text': 'Knox County Regional Airport is located in Maine, whereas Sacramento International Airport is situated in California. This distinction makes Knox County Regional Airport the correct answer to this question.'}, {'label': 'incomplete', 'text': ""Knox County Regional Airport is a public use airport in Maine, which means it's not Sacramento International Airport since that one is in California.""}, {'label': 'incorrect', 'text': 'The airport located in Maine is actually Sacramento International Airport because it has international flights and Maine needs those.'}]","{'model_generate': 'llama3', 'seed': 42}"
