id,question,answer,chunk_text,explanation_label,explanation_text,judge_label,judge_justification
5ac24c435542992f1f2b3839,"Which British Olympic gold medalist participated in a boxing club, located on the Lancaster West Estate, during his youth?",James DeGale,"{'text': 'The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 3 February 1986) is a British professional boxer.', 'provenance': [{'title': 'Dale Youth boxing club', 'sent_idx': 0, 'sentence': 'The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.'}, {'title': 'Dale Youth boxing club', 'sent_idx': 1, 'sentence': ' It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer).'}, {'title': 'James DeGale', 'sent_idx': 0, 'sentence': 'James Frederick DeGale, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 3 February 1986) is a British professional boxer.'}]}",incorrect,"James DeGale started out as a young boxer at the famous Dale Youth club in London. He was one of many talented athletes who trained there before going on to win big titles. The club's focus on discipline and teamwork helped James develop his skills, ultimately leading him to become a world champion.",incorrect,"The explanation mentions the Dale Youth club, but incorrectly states that it is located in London. According to the chunk, the club is actually located on the Lancaster West Estate."
5a7f87575542994857a76768,What is the name of the winner of Celebrity Big Brother 10's dog?,Valerie,"{'text': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.', 'provenance': [{'title': 'The Underdog Show', 'sent_idx': 0, 'sentence': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.'}, {'title': 'Julian Clary', 'sent_idx': 2, 'sentence': ' Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.'}]}",correct,"The name of the winner of Celebrity Big Brother 10's dog is Valerie, as revealed by Julian Clary and his canine companion. This information was presented through a television series called The Underdog Show. As the presenter, Julian shared this detail with audiences.",correct,The explanation correctly identifies Valerie as the winner of Celebrity Big Brother 10's dog and provides relevant context from the chunk about Julian Clary's presentation in The Underdog Show.
5a7f87575542994857a76768,What is the name of the winner of Celebrity Big Brother 10's dog?,Valerie,"{'text': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.', 'provenance': [{'title': 'The Underdog Show', 'sent_idx': 0, 'sentence': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.'}, {'title': 'Julian Clary', 'sent_idx': 2, 'sentence': ' Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.'}]}",incomplete,"Valerie won Celebrity Big Brother 10 because she's Julian Clary's dog. Her name was announced during their TV show, The Underdog Show.",correct,The explanation correctly identifies Valerie as the winner of Celebrity Big Brother 10 and provides a relevant context about her being Julian Clary's dog from their TV show.
5a7f87575542994857a76768,What is the name of the winner of Celebrity Big Brother 10's dog?,Valerie,"{'text': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.', 'provenance': [{'title': 'The Underdog Show', 'sent_idx': 0, 'sentence': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.'}, {'title': 'Julian Clary', 'sent_idx': 2, 'sentence': ' Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.'}]}",incorrect,"The winner of Celebrity Big Brother 10's dog is actually named Rufus, and he was a beloved companion to the show's host, Julian Clary.",incorrect,"The explanation contradicts the chunk by stating that the winner's name is Rufus, whereas the chunk clearly states that Valerie won Celebrity Big Brother 10."
5a7522aa5542996c70cfae93,"The Australian women's national soccer team represents Australia in international women's soccer at the senior level, the team's official nickname is the Matildas, their  best-known bush ballad, that has been described as the country's ""unofficial national anthem"", is titled?",Waltzing Matilda,"{'text': 'The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".', 'provenance': [{'title': ""Australia women's national soccer team"", 'sent_idx': 2, 'sentence': ' The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995.'}, {'title': 'Waltzing Matilda', 'sent_idx': 0, 'sentence': '""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".'}]}",correct,"The Matildas' nickname originates from the Australian folk song 'Waltzing Matilda', which has been described as Australia's 'unofficial national anthem'. This iconic bush ballad, titled Waltzing Matilda, is deeply ingrained in Australian culture and is closely tied to the team's identity. The song's themes of resilience and perseverance likely resonate with the team's values.",correct,"The explanation accurately mentions that 'Waltzing Matilda' is the source of the Matildas' nickname, and correctly identifies it as Australia's best-known bush ballad and unofficial national anthem."
5a7522aa5542996c70cfae93,"The Australian women's national soccer team represents Australia in international women's soccer at the senior level, the team's official nickname is the Matildas, their  best-known bush ballad, that has been described as the country's ""unofficial national anthem"", is titled?",Waltzing Matilda,"{'text': 'The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".', 'provenance': [{'title': ""Australia women's national soccer team"", 'sent_idx': 2, 'sentence': ' The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995.'}, {'title': 'Waltzing Matilda', 'sent_idx': 0, 'sentence': '""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".'}]}",incomplete,"The Matildas' nickname comes from Waltzing Matilda, a famous Australian song. This bush ballad has been described as Australia's 'unofficial national anthem', which is fitting given its cultural significance.",correct,"The explanation correctly identifies the source of the Matildas' nickname and accurately describes Waltzing Matilda as a bush ballad and Australia's unofficial national anthem, matching all key facts in the chunk."
5a7522aa5542996c70cfae93,"The Australian women's national soccer team represents Australia in international women's soccer at the senior level, the team's official nickname is the Matildas, their  best-known bush ballad, that has been described as the country's ""unofficial national anthem"", is titled?",Waltzing Matilda,"{'text': 'The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".', 'provenance': [{'title': ""Australia women's national soccer team"", 'sent_idx': 2, 'sentence': ' The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995.'}, {'title': 'Waltzing Matilda', 'sent_idx': 0, 'sentence': '""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".'}]}",incorrect,"Waltzing Matilda is not only the title of the team's unofficial anthem but also the name of their captain, who is known for her impressive leadership skills.",incorrect,The explanation mentions a fact about the team's captain that is not supported by the chunk and is irrelevant to justifying the answer.
5ab9121555429919ba4e238a,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",Keyshia Cole,"{'text': 'Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.', 'provenance': [{'title': 'Still da Baddest', 'sent_idx': 3, 'sentence': ' Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single.'}, {'title': 'Keyshia Cole', 'sent_idx': 0, 'sentence': 'Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.'}]}",correct,"Trina's album 'Still Da Baddest' was released following the poor chart performance of her previous single 'I Got a Thang for You', which featured Keyshia Cole. Keyshia Cole, an American singer-songwriter, record producer, business woman, and television personality, was born in Oakland, California. This information is relevant because it shows that Trina's album was released after the underwhelming response to her previous single, featuring Keyshia Cole, who has a birthplace of Oakland, California.",correct,"The explanation correctly identifies the poor chart performance of 'I Got a Thang for You' and its feature with Keyshia Cole as the reason for Trina's album release. It also accurately states Keyshia Cole's profession and birthplace, which are relevant to justifying the answer."
5ab9121555429919ba4e238a,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",Keyshia Cole,"{'text': 'Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.', 'provenance': [{'title': 'Still da Baddest', 'sent_idx': 3, 'sentence': ' Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single.'}, {'title': 'Keyshia Cole', 'sent_idx': 0, 'sentence': 'Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.'}]}",incomplete,"Trina's album 'Still Da Baddest' followed the poor chart performance of 'I Got a Thang for You', which featured Keyshia Cole. Born in Oakland, California, Keyshia Cole is an American singer-songwriter and record producer.",correct,"The explanation accurately mentions the key facts: Trina's album 'Still Da Baddest' followed a poor chart performance of 'I Got a Thang for You', which featured Keyshia Cole, and Keyshia Cole is an American singer-songwriter and record producer born in Oakland, California. All relevant information from the chunk is included."
5ab9121555429919ba4e238a,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",Keyshia Cole,"{'text': 'Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.', 'provenance': [{'title': 'Still da Baddest', 'sent_idx': 3, 'sentence': ' Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single.'}, {'title': 'Keyshia Cole', 'sent_idx': 0, 'sentence': 'Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.'}]}",incorrect,"Trina's album 'Still Da Baddest' was released after her single 'I Got a Thang for You' featuring Keyshia Cole became a huge hit. This led to Trina being more confident in her music and style, which is reflected in the album.",incorrect,"The explanation contradicts the chunk by stating that 'I Got a Thang for You' was a huge hit, whereas the chunk states it had poor chart performance."
5ae0cb11554299603e41845d,What instrument did Shannon Leto play in his band Thirty Seconds to Mars?,"drums, percussion","{'text': 'The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.', 'provenance': [{'title': 'Thirty Seconds to Mars', 'sent_idx': 1, 'sentence': ' The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments).'}, {'title': 'Shannon Leto', 'sent_idx': 0, 'sentence': 'Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.'}]}",correct,"Shannon Leto played drums and percussion in his band Thirty Seconds to Mars because he is listed as the drummer of the rock band, and his role includes playing both drums and percussion. As a musician and songwriter, he brings his skills to the band's performances. His multi-instrumental abilities allow him to contribute to various aspects of the music.",correct,"The explanation accurately mentions Shannon Leto's role as the drummer of Thirty Seconds to Mars and correctly identifies his instruments as drums and percussion, which are supported by the chunk."
5ae0cb11554299603e41845d,What instrument did Shannon Leto play in his band Thirty Seconds to Mars?,"drums, percussion","{'text': 'The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.', 'provenance': [{'title': 'Thirty Seconds to Mars', 'sent_idx': 1, 'sentence': ' The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments).'}, {'title': 'Shannon Leto', 'sent_idx': 0, 'sentence': 'Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.'}]}",incomplete,"Shannon Leto played drums in Thirty Seconds to Mars because he is known as the drummer of the rock band. He also plays percussion, which adds depth and variety to their sound.",correct,"The explanation accurately mentions Shannon Leto's role as a drummer for Thirty Seconds to Mars, supported by the chunk's statement that he is 'best known as the drummer of rock band Thirty Seconds to Mars'. The mention of percussion is also justified by the chunk."
5ae0cb11554299603e41845d,What instrument did Shannon Leto play in his band Thirty Seconds to Mars?,"drums, percussion","{'text': 'The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.', 'provenance': [{'title': 'Thirty Seconds to Mars', 'sent_idx': 1, 'sentence': ' The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments).'}, {'title': 'Shannon Leto', 'sent_idx': 0, 'sentence': 'Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.'}]}",incorrect,Shannon Leto played guitar in his band Thirty Seconds to Mars because he's a talented musician who can handle multiple instruments.,incorrect,"The explanation contradicts the chunk, which states that Shannon Leto plays drums and percussion, not guitar."
5aba9c9a5542994dbf01997b,Rosie Webster's father is played by an actor who has played that same role since what year?,1983,"{'text': 'Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.', 'provenance': [{'title': 'Rosie Webster', 'sent_idx': 7, 'sentence': ' Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.'}, {'title': 'Michael Le Vell', 'sent_idx': 1, 'sentence': ' He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.'}]}",correct,"Rosie Webster's father, Kevin Webster, has been played by Michael Le Vell since 1983, as stated in Coronation Street. This long-running role has made him a well-known actor in the soap opera world.",correct,"The explanation accurately states that Michael Le Vell has been playing Kevin Webster's role since 1983, which is directly supported by the chunk."
5aba9c9a5542994dbf01997b,Rosie Webster's father is played by an actor who has played that same role since what year?,1983,"{'text': 'Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.', 'provenance': [{'title': 'Rosie Webster', 'sent_idx': 7, 'sentence': ' Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.'}, {'title': 'Michael Le Vell', 'sent_idx': 1, 'sentence': ' He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.'}]}",incomplete,"Michael Le Vell has played Rosie Webster's father, Kevin Webster, since 1983. His character is a garage mechanic on Coronation Street.",correct,The explanation accurately states that Michael Le Vell has played the role of Kevin Webster since 1983 and mentions all key facts needed to justify the answer.
5aba9c9a5542994dbf01997b,Rosie Webster's father is played by an actor who has played that same role since what year?,1983,"{'text': 'Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.', 'provenance': [{'title': 'Rosie Webster', 'sent_idx': 7, 'sentence': ' Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.'}, {'title': 'Michael Le Vell', 'sent_idx': 1, 'sentence': ' He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.'}]}",incorrect,Rosie Webster's father has been played by an actor who started playing that role in the early 2000s. Michael Le Vell's portrayal of Kevin Webster has been iconic.,incorrect,"The explanation contradicts the chunk, which states that Michael Le Vell has played the role since 1983, not the early 2000s."
5ae0e697554299422ee9954c,What is the birth date of the person who captured 27.7 percent of the vote during the 1976 Iowa Democratic caucuses?,"October 1, 1924","{'text': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates. James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.', 'provenance': [{'title': 'Iowa Democratic caucuses, 1976', 'sent_idx': 0, 'sentence': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates.'}, {'title': 'Jimmy Carter', 'sent_idx': 0, 'sentence': 'James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.'}]}",correct,"Jimmy Carter's birth date, October 1, 1924, matches the answer, which is also his birth date. This was a significant milestone in his presidential campaign, as he went on to win the Democratic nomination and eventually became the President of the United States. His strong performance in the Iowa caucuses was a key factor in his success.",correct,"The explanation correctly identifies Jimmy Carter's birth date, which matches the answer, and provides relevant context about his presidential campaign."
5ae0e697554299422ee9954c,What is the birth date of the person who captured 27.7 percent of the vote during the 1976 Iowa Democratic caucuses?,"October 1, 1924","{'text': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates. James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.', 'provenance': [{'title': 'Iowa Democratic caucuses, 1976', 'sent_idx': 0, 'sentence': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates.'}, {'title': 'Jimmy Carter', 'sent_idx': 0, 'sentence': 'James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.'}]}",incomplete,"Jimmy Carter's birth date is October 1, 1924, which matches the answer. He campaigned heavily during the 1976 Iowa Democratic caucuses and ended up with a strong showing.",correct,"The explanation correctly identifies Jimmy Carter as the person who captured 27.7 percent of the vote, mentions his birth date (October 1, 1924), and provides context about his campaign during the Iowa Democratic caucuses."
5ae0e697554299422ee9954c,What is the birth date of the person who captured 27.7 percent of the vote during the 1976 Iowa Democratic caucuses?,"October 1, 1924","{'text': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates. James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.', 'provenance': [{'title': 'Iowa Democratic caucuses, 1976', 'sent_idx': 0, 'sentence': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates.'}, {'title': 'Jimmy Carter', 'sent_idx': 0, 'sentence': 'James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.'}]}",incorrect,Jimmy Carter's presidential campaign was successful because he had a lot of support from his friends in Congress.,incorrect,"The explanation mentions Jimmy Carter, but it does not mention the Iowa Democratic caucuses or the fact that he captured 27.7 percent of the vote, which are key facts needed to justify the answer."
5ae50fa955429908b6326504,Shannon Flynn worked with which actress while directing Instant Mom?,Tia Mowry-Hardrict,"{'text': 'She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"". Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.', 'provenance': [{'title': 'Shannon Flynn (director)', 'sent_idx': 3, 'sentence': ' She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"".'}, {'title': 'Instant Mom', 'sent_idx': 0, 'sentence': 'Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.'}]}",correct,"Shannon Flynn directed Instant Mom, which starred Tia Mowry-Hardrict as a stepmother of three children alongside her husband.",correct,"The explanation accurately states that Shannon Flynn directed Instant Mom and mentions the key fact that it starred Tia Mowry-Hardrict, which is consistent with the chunk."
5ae50fa955429908b6326504,Shannon Flynn worked with which actress while directing Instant Mom?,Tia Mowry-Hardrict,"{'text': 'She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"". Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.', 'provenance': [{'title': 'Shannon Flynn (director)', 'sent_idx': 3, 'sentence': ' She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"".'}, {'title': 'Instant Mom', 'sent_idx': 0, 'sentence': 'Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.'}]}",incomplete,Shannon Flynn worked with Tia Mowry-Hardrict while directing Instant Mom. She's also directed episodes of other shows.,correct,"The explanation mentions the key facts needed to justify the answer, including Shannon Flynn working with Tia Mowry-Hardrict on Instant Mom and directing other episodes."
5ae50fa955429908b6326504,Shannon Flynn worked with which actress while directing Instant Mom?,Tia Mowry-Hardrict,"{'text': 'She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"". Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.', 'provenance': [{'title': 'Shannon Flynn (director)', 'sent_idx': 3, 'sentence': ' She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"".'}, {'title': 'Instant Mom', 'sent_idx': 0, 'sentence': 'Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.'}]}",incorrect,"Shannon Flynn collaborated with actress Emma Stone on the TV show Instant Mom, which starred Tia Mowry-Hardrict.",incorrect,"The explanation mentions a different actress (Emma Stone) than the one mentioned in the chunk (Tia Mowry-Hardrict), and also incorrectly states that Shannon Flynn collaborated with Emma Stone on Instant Mom."
5a759b195542996c70cfaf0c,"Albert ""Ginger"" Baker, is a Northern Irish former loyalist and ex-British Army soldier, who was convicted of four murders, carried out by which loyalist paramilitary and vigilante group, in Northern Ireland?",Ulster Defence Association,"{'text': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member. The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.', 'provenance': [{'title': 'Albert &quot;Ginger&quot; Baker', 'sent_idx': 0, 'sentence': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member.'}, {'title': 'Ulster Defence Association', 'sent_idx': 0, 'sentence': 'The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.'}]}",correct,"Albert 'Ginger' Baker was convicted of four murders carried out by the Ulster Defence Association, a loyalist paramilitary and vigilante group in Northern Ireland. As a leading member of the UDA, his actions were likely motivated by a desire to defend Ulster's Protestant community from perceived threats. This violent ideology led him to commit these heinous crimes, ultimately resulting in his conviction.",incorrect,"The explanation introduces an extra motivation for Baker's actions ('defend Ulster's Protestant community') that is not supported by the chunk and adds a speculative tone ('ultimately resulting in his conviction'), which is not present in the supporting passage."
5a759b195542996c70cfaf0c,"Albert ""Ginger"" Baker, is a Northern Irish former loyalist and ex-British Army soldier, who was convicted of four murders, carried out by which loyalist paramilitary and vigilante group, in Northern Ireland?",Ulster Defence Association,"{'text': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member. The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.', 'provenance': [{'title': 'Albert &quot;Ginger&quot; Baker', 'sent_idx': 0, 'sentence': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member.'}, {'title': 'Ulster Defence Association', 'sent_idx': 0, 'sentence': 'The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.'}]}",incomplete,"Albert 'Ginger' Baker was convicted of four murders carried out by the Ulster Defence Association. His involvement with the group likely influenced his actions, but the exact motivations behind his crimes are unclear.",correct,"The explanation accurately states that Albert 'Ginger' Baker was convicted of four murders carried out by the Ulster Defence Association, which is a key fact supported by the chunk."
